id;id_station;level_competence;last_assement;id_operateur
3165;39;0;22/04/2021;5
3302;38;1;22/04/2021;5
3439;37;0;22/04/2021;5
3577;36;1;22/04/2021;5
3715;35;0;22/04/2021;5
146;61;0;22/04/2021;6
283;60;0;22/04/2021;6
420;59;0;22/04/2021;6
557;58;0;22/04/2021;6
694;57;0;22/04/2021;6
831;56;0;22/04/2021;6
968;55;0;22/04/2021;6
1105;54;0;22/04/2021;6
1242;53;0;22/04/2021;6
1379;52;0;22/04/2021;6
1516;51;0;22/04/2021;6
1653;50;0;22/04/2021;6
1790;49;0;22/04/2021;6
1927;48;0;22/04/2021;6
2065;47;0;22/04/2021;6
2202;46;0;22/04/2021;6
2342;45;0;22/04/2021;6
2479;44;0;22/04/2021;6
2616;43;0;22/04/2021;6
2753;42;0;22/04/2021;6
2890;41;0;22/04/2021;6
3027;40;0;22/04/2021;6
3164;39;0;22/04/2021;6
3301;38;1;22/04/2021;6
3438;37;0;22/04/2021;6
3576;36;1;22/04/2021;6
3714;35;0;22/04/2021;6
12;62;1;28/09/2022;7
145;61;0;22/04/2021;10
282;60;0;22/04/2021;10
419;59;0;22/04/2021;10
556;58;0;22/04/2021;10
693;57;0;22/04/2021;10
830;56;0;22/04/2021;10
967;55;0;22/04/2021;10
1104;54;0;22/04/2021;10
1241;53;0;22/04/2021;10
1378;52;0;22/04/2021;10
1515;51;0;22/04/2021;10
1652;50;0;22/04/2021;10
1789;49;0;22/04/2021;10
1926;48;0;22/04/2021;10
2064;47;0;22/04/2021;10
2201;46;0;22/04/2021;10
2341;45;0;22/04/2021;10
2478;44;0;22/04/2021;10
2615;43;0;22/04/2021;10
2752;42;0;22/04/2021;10
2889;41;0;22/04/2021;10
3026;40;0;22/04/2021;10
3163;39;0;22/04/2021;10
3300;38;1;22/04/2021;10
3437;37;0;22/04/2021;10
3575;36;1;22/04/2021;10
3713;35;0;22/04/2021;10
9;63;1;15/06/2022;12
144;61;0;22/04/2021;12
281;60;0;22/04/2021;12
418;59;0;22/04/2021;12
555;58;0;22/04/2021;12
692;57;0;22/04/2021;12
829;56;0;22/04/2021;12
966;55;0;22/04/2021;12
1103;54;1;22/04/2021;12
1240;53;0;22/04/2021;12
1377;52;0;22/04/2021;12
1514;51;0;22/04/2021;12
1651;50;1;22/04/2021;12
1788;49;1;22/04/2021;12
1925;48;0;22/04/2021;12
2063;47;0;22/04/2021;12
2200;46;0;22/04/2021;12
2340;45;0;22/04/2021;12
2477;44;0;22/04/2021;12
2614;43;0;22/04/2021;12
2751;42;1;22/04/2021;12
2888;41;1;22/04/2021;12
3025;40;1;22/04/2021;12
3162;39;1;22/04/2021;12
3299;38;1;22/04/2021;12
3436;37;0;22/04/2021;12
3574;36;1;22/04/2021;12
3712;35;0;22/04/2021;12
143;61;0;22/04/2021;13
280;60;0;22/04/2021;13
417;59;0;22/04/2021;13
554;58;0;22/04/2021;13
691;57;0;22/04/2021;13
828;56;0;22/04/2021;13
965;55;0;22/04/2021;13
1102;54;1;22/04/2021;13
1239;53;0;22/04/2021;13
1376;52;0;22/04/2021;13
1513;51;0;22/04/2021;13
1650;50;0;22/04/2021;13
1787;49;0;22/04/2021;13
1924;48;0;22/04/2021;13
2062;47;0;22/04/2021;13
2199;46;0;22/04/2021;13
2339;45;0;22/04/2021;13
2476;44;0;22/04/2021;13
2613;43;0;22/04/2021;13
2750;42;0;22/04/2021;13
2887;41;0;22/04/2021;13
3024;40;0;22/04/2021;13
3161;39;0;22/04/2021;13
3298;38;1;22/04/2021;13
3435;37;0;22/04/2021;13
3573;36;1;22/04/2021;13
3711;35;0;22/04/2021;13
142;61;0;22/04/2021;19
279;60;0;22/04/2021;19
416;59;0;22/04/2021;19
553;58;0;22/04/2021;19
690;57;0;22/04/2021;19
827;56;0;22/04/2021;19
964;55;0;22/04/2021;19
1101;54;0;22/04/2021;19
1238;53;0;22/04/2021;19
1375;52;0;22/04/2021;19
1512;51;0;22/04/2021;19
1649;50;0;22/04/2021;19
1786;49;0;22/04/2021;19
1923;48;0;22/04/2021;19
2061;47;0;22/04/2021;19
2198;46;0;22/04/2021;19
2338;45;0;22/04/2021;19
2475;44;0;22/04/2021;19
2612;43;0;22/04/2021;19
2749;42;0;22/04/2021;19
2886;41;0;22/04/2021;19
3023;40;0;22/04/2021;19
3160;39;0;22/04/2021;19
3297;38;1;22/04/2021;19
3434;37;0;22/04/2021;19
3572;36;1;22/04/2021;19
3710;35;0;22/04/2021;19
141;61;0;22/04/2021;20
278;60;0;22/04/2021;20
415;59;0;22/04/2021;20
552;58;0;22/04/2021;20
689;57;0;22/04/2021;20
826;56;0;22/04/2021;20
963;55;0;22/04/2021;20
1100;54;0;22/04/2021;20
1237;53;0;22/04/2021;20
1374;52;0;22/04/2021;20
1511;51;0;22/04/2021;20
1648;50;0;22/04/2021;20
1785;49;1;22/04/2021;20
1922;48;0;22/04/2021;20
2060;47;0;22/04/2021;20
2197;46;0;22/04/2021;20
2337;45;0;22/04/2021;20
2474;44;0;22/04/2021;20
2611;43;0;22/04/2021;20
2748;42;0;22/04/2021;20
2885;41;0;22/04/2021;20
3022;40;0;22/04/2021;20
3159;39;0;22/04/2021;20
3296;38;1;22/04/2021;20
3433;37;0;22/04/2021;20
3571;36;1;22/04/2021;20
3709;35;0;22/04/2021;20
140;61;0;22/04/2021;26
277;60;0;22/04/2021;26
414;59;0;22/04/2021;26
551;58;0;22/04/2021;26
688;57;0;22/04/2021;26
825;56;0;22/04/2021;26
962;55;0;22/04/2021;26
1099;54;0;22/04/2021;26
1236;53;0;22/04/2021;26
1373;52;0;22/04/2021;26
1510;51;0;22/04/2021;26
1647;50;0;22/04/2021;26
1784;49;0;22/04/2021;26
1921;48;0;22/04/2021;26
2059;47;0;22/04/2021;26
2196;46;0;22/04/2021;26
2336;45;0;22/04/2021;26
2473;44;0;22/04/2021;26
2610;43;0;22/04/2021;26
2747;42;0;22/04/2021;26
2884;41;0;22/04/2021;26
3021;40;0;22/04/2021;26
3158;39;0;22/04/2021;26
3295;38;1;22/04/2021;26
3432;37;0;22/04/2021;26
3570;36;1;22/04/2021;26
3708;35;0;22/04/2021;26
139;61;0;22/04/2021;28
276;60;0;22/04/2021;28
413;59;0;22/04/2021;28
550;58;0;22/04/2021;28
687;57;0;22/04/2021;28
824;56;0;22/04/2021;28
961;55;0;22/04/2021;28
1098;54;1;22/04/2021;28
1235;53;0;22/04/2021;28
1372;52;0;22/04/2021;28
1509;51;0;22/04/2021;28
1646;50;0;22/04/2021;28
1783;49;0;22/04/2021;28
1920;48;0;22/04/2021;28
2058;47;0;22/04/2021;28
2195;46;0;22/04/2021;28
2335;45;0;22/04/2021;28
2472;44;0;22/04/2021;28
2609;43;0;22/04/2021;28
2746;42;0;22/04/2021;28
2883;41;0;22/04/2021;28
3020;40;0;22/04/2021;28
3157;39;0;22/04/2021;28
3294;38;0;22/04/2021;28
3431;37;0;22/04/2021;28
3569;36;1;22/04/2021;28
3707;35;0;22/04/2021;28
6;64;1;07/04/2023;31
8;63;1;06/04/2023;31
138;61;1;22/04/2021;31
275;60;0;22/04/2021;31
412;59;0;22/04/2021;31
549;58;0;22/04/2021;31
686;57;0;22/04/2021;31
823;56;0;22/04/2021;31
960;55;0;22/04/2021;31
1097;54;1;22/04/2021;31
1234;53;0;22/04/2021;31
1371;52;1;06/04/2023;31
1508;51;0;22/04/2021;31
1645;50;0;22/04/2021;31
1782;49;1;22/04/2021;31
1919;48;0;22/04/2021;31
2057;47;0;22/04/2021;31
2194;46;0;22/04/2021;31
2334;45;0;22/04/2021;31
2471;44;0;22/04/2021;31
2608;43;0;22/04/2021;31
2745;42;0;22/04/2021;31
2882;41;0;22/04/2021;31
3019;40;0;22/04/2021;31
3156;39;0;22/04/2021;31
3293;38;1;22/04/2021;31
3430;37;0;22/04/2021;31
3568;36;1;22/04/2021;31
3706;35;0;22/04/2021;31
137;61;0;22/04/2021;32
274;60;0;22/04/2021;32
411;59;0;22/04/2021;32
548;58;0;22/04/2021;32
685;57;0;22/04/2021;32
822;56;0;22/04/2021;32
959;55;0;22/04/2021;32
1096;54;1;22/04/2021;32
1233;53;0;22/04/2021;32
1370;52;0;22/04/2021;32
1507;51;0;22/04/2021;32
1644;50;0;22/04/2021;32
1781;49;0;22/04/2021;32
1918;48;0;22/04/2021;32
2056;47;0;22/04/2021;32
2193;46;0;22/04/2021;32
2333;45;0;22/04/2021;32
2470;44;0;22/04/2021;32
2607;43;0;22/04/2021;32
2744;42;0;22/04/2021;32
2881;41;0;22/04/2021;32
3018;40;0;22/04/2021;32
3155;39;0;22/04/2021;32
3292;38;1;22/04/2021;32
3429;37;0;22/04/2021;32
3567;36;1;22/04/2021;32
3705;35;0;22/04/2021;32
136;61;0;22/04/2021;33
273;60;0;22/04/2021;33
410;59;0;22/04/2021;33
547;58;0;22/04/2021;33
684;57;0;22/04/2021;33
821;56;0;22/04/2021;33
958;55;0;22/04/2021;33
1095;54;1;22/04/2021;33
1232;53;0;22/04/2021;33
1369;52;0;22/04/2021;33
1506;51;0;22/04/2021;33
1643;50;0;22/04/2021;33
1780;49;0;22/04/2021;33
1917;48;0;22/04/2021;33
2055;47;0;22/04/2021;33
2192;46;0;22/04/2021;33
2332;45;0;22/04/2021;33
2469;44;0;22/04/2021;33
2606;43;0;22/04/2021;33
2743;42;0;22/04/2021;33
2880;41;0;22/04/2021;33
3017;40;0;22/04/2021;33
3154;39;0;22/04/2021;33
3291;38;1;22/04/2021;33
3428;37;0;22/04/2021;33
3566;36;1;22/04/2021;33
3704;35;0;22/04/2021;33
11;62;1;28/09/2022;38
135;61;0;22/04/2021;39
272;60;0;22/04/2021;39
409;59;0;22/04/2021;39
546;58;0;22/04/2021;39
683;57;0;22/04/2021;39
820;56;0;22/04/2021;39
957;55;0;22/04/2021;39
1094;54;1;22/04/2021;39
1231;53;0;22/04/2021;39
1368;52;0;22/04/2021;39
1505;51;0;22/04/2021;39
1642;50;1;22/04/2021;39
1779;49;1;22/04/2021;39
1916;48;0;22/04/2021;39
2054;47;0;22/04/2021;39
2191;46;0;22/04/2021;39
2331;45;0;22/04/2021;39
2468;44;0;22/04/2021;39
2605;43;0;22/04/2021;39
2742;42;1;22/04/2021;39
2879;41;1;22/04/2021;39
3016;40;1;22/04/2021;39
3153;39;1;22/04/2021;39
3290;38;1;22/04/2021;39
3427;37;0;22/04/2021;39
3565;36;1;22/04/2021;39
3703;35;0;22/04/2021;39
134;61;0;22/04/2021;40
271;60;0;22/04/2021;40
408;59;0;22/04/2021;40
545;58;0;22/04/2021;40
682;57;0;22/04/2021;40
819;56;0;22/04/2021;40
956;55;0;22/04/2021;40
1093;54;1;22/04/2021;40
1230;53;0;22/04/2021;40
1367;52;0;22/04/2021;40
1504;51;0;22/04/2021;40
1641;50;0;22/04/2021;40
1778;49;0;22/04/2021;40
1915;48;0;22/04/2021;40
2053;47;0;22/04/2021;40
2190;46;0;22/04/2021;40
2330;45;0;22/04/2021;40
2467;44;0;22/04/2021;40
2604;43;0;22/04/2021;40
2741;42;0;22/04/2021;40
2878;41;0;22/04/2021;40
3015;40;0;22/04/2021;40
3152;39;0;22/04/2021;40
3289;38;1;22/04/2021;40
3426;37;0;22/04/2021;40
3564;36;1;22/04/2021;40
3702;35;0;22/04/2021;40
133;61;0;22/04/2021;48
270;60;0;22/04/2021;48
407;59;0;22/04/2021;48
544;58;0;22/04/2021;48
681;57;0;22/04/2021;48
818;56;0;22/04/2021;48
955;55;0;22/04/2021;48
1092;54;0;22/04/2021;48
1229;53;0;22/04/2021;48
1366;52;0;22/04/2021;48
1503;51;0;22/04/2021;48
1640;50;0;22/04/2021;48
1777;49;0;22/04/2021;48
1914;48;0;22/04/2021;48
2052;47;0;22/04/2021;48
2189;46;0;22/04/2021;48
2329;45;0;22/04/2021;48
2466;44;0;22/04/2021;48
2603;43;0;22/04/2021;48
2740;42;0;22/04/2021;48
2877;41;0;22/04/2021;48
3014;40;0;22/04/2021;48
3151;39;0;22/04/2021;48
3288;38;1;22/04/2021;48
3425;37;0;22/04/2021;48
3563;36;1;22/04/2021;48
3701;35;0;22/04/2021;48
132;61;0;22/04/2021;49
269;60;0;22/04/2021;49
406;59;0;22/04/2021;49
543;58;0;22/04/2021;49
680;57;0;22/04/2021;49
817;56;0;22/04/2021;49
954;55;0;22/04/2021;49
1091;54;1;22/04/2021;49
1228;53;0;22/04/2021;49
1365;52;0;22/04/2021;49
1502;51;0;22/04/2021;49
1639;50;0;22/04/2021;49
1776;49;0;22/04/2021;49
1913;48;0;22/04/2021;49
2051;47;0;22/04/2021;49
2188;46;0;22/04/2021;49
2328;45;0;22/04/2021;49
2465;44;0;22/04/2021;49
2602;43;0;22/04/2021;49
2739;42;0;22/04/2021;49
2876;41;0;22/04/2021;49
3013;40;0;22/04/2021;49
3150;39;0;22/04/2021;49
3287;38;1;22/04/2021;49
3424;37;0;22/04/2021;49
3562;36;1;22/04/2021;49
3700;35;1;22/04/2021;49
131;61;0;22/04/2021;54
268;60;0;22/04/2021;54
405;59;0;22/04/2021;54
542;58;0;22/04/2021;54
679;57;0;22/04/2021;54
816;56;0;22/04/2021;54
953;55;0;22/04/2021;54
1090;54;0;22/04/2021;54
1227;53;0;22/04/2021;54
1364;52;0;22/04/2021;54
1501;51;0;22/04/2021;54
1638;50;0;22/04/2021;54
1775;49;0;22/04/2021;54
1912;48;0;22/04/2021;54
2050;47;1;22/04/2021;54
2187;46;0;22/04/2021;54
2327;45;1;22/04/2021;54
2464;44;1;22/04/2021;54
2601;43;1;22/04/2021;54
2738;42;0;22/04/2021;54
2875;41;0;22/04/2021;54
3012;40;0;22/04/2021;54
3149;39;0;22/04/2021;54
3286;38;1;22/04/2021;54
3423;37;0;22/04/2021;54
3561;36;1;22/04/2021;54
3699;35;0;22/04/2021;54
130;61;0;22/04/2021;58
267;60;0;22/04/2021;58
404;59;0;22/04/2021;58
541;58;0;22/04/2021;58
678;57;0;22/04/2021;58
815;56;0;22/04/2021;58
952;55;0;22/04/2021;58
1089;54;0;22/04/2021;58
1226;53;0;22/04/2021;58
1363;52;0;22/04/2021;58
1500;51;0;22/04/2021;58
1637;50;0;22/04/2021;58
1774;49;0;22/04/2021;58
1911;48;0;22/04/2021;58
2049;47;0;22/04/2021;58
2186;46;0;22/04/2021;58
2326;45;0;22/04/2021;58
2463;44;0;22/04/2021;58
2600;43;0;22/04/2021;58
2737;42;0;22/04/2021;58
2874;41;0;22/04/2021;58
3011;40;0;22/04/2021;58
3148;39;0;22/04/2021;58
3285;38;1;22/04/2021;58
3422;37;0;22/04/2021;58
3560;36;1;22/04/2021;58
3698;35;0;22/04/2021;58
129;61;0;22/04/2021;66
266;60;0;22/04/2021;66
403;59;0;22/04/2021;66
540;58;0;22/04/2021;66
677;57;0;22/04/2021;66
814;56;0;22/04/2021;66
951;55;0;22/04/2021;66
1088;54;0;22/04/2021;66
1225;53;0;22/04/2021;66
1362;52;0;22/04/2021;66
1499;51;0;22/04/2021;66
1636;50;0;22/04/2021;66
1773;49;0;22/04/2021;66
1910;48;0;22/04/2021;66
2048;47;0;22/04/2021;66
2185;46;0;22/04/2021;66
2325;45;0;22/04/2021;66
2462;44;0;22/04/2021;66
2599;43;0;22/04/2021;66
2736;42;0;22/04/2021;66
2873;41;0;22/04/2021;66
3010;40;0;22/04/2021;66
3147;39;0;22/04/2021;66
3284;38;1;22/04/2021;66
3421;37;0;22/04/2021;66
3559;36;1;22/04/2021;66
3697;35;0;22/04/2021;66
128;61;0;22/04/2021;68
265;60;0;22/04/2021;68
402;59;0;22/04/2021;68
539;58;0;22/04/2021;68
676;57;0;22/04/2021;68
813;56;0;22/04/2021;68
950;55;0;22/04/2021;68
1087;54;0;22/04/2021;68
1224;53;0;22/04/2021;68
1361;52;0;22/04/2021;68
1498;51;0;22/04/2021;68
1635;50;0;22/04/2021;68
1772;49;0;22/04/2021;68
1909;48;0;22/04/2021;68
2047;47;0;22/04/2021;68
2184;46;0;22/04/2021;68
2324;45;0;22/04/2021;68
2461;44;0;22/04/2021;68
2598;43;0;22/04/2021;68
2735;42;0;22/04/2021;68
2872;41;0;22/04/2021;68
3009;40;0;22/04/2021;68
3146;39;0;22/04/2021;68
3283;38;1;22/04/2021;68
3420;37;0;22/04/2021;68
3558;36;1;22/04/2021;68
3696;35;0;22/04/2021;68
127;61;0;22/04/2021;73
264;60;0;22/04/2021;73
401;59;0;22/04/2021;73
538;58;0;22/04/2021;73
675;57;0;22/04/2021;73
812;56;0;22/04/2021;73
949;55;0;22/04/2021;73
1086;54;1;22/04/2021;73
1223;53;0;22/04/2021;73
1360;52;1;22/04/2021;73
1497;51;0;22/04/2021;73
1634;50;0;22/04/2021;73
1771;49;0;22/04/2021;73
1908;48;0;22/04/2021;73
2046;47;0;22/04/2021;73
2183;46;0;22/04/2021;73
2323;45;0;22/04/2021;73
2460;44;0;22/04/2021;73
2597;43;0;22/04/2021;73
2734;42;0;22/04/2021;73
2871;41;0;22/04/2021;73
3008;40;0;22/04/2021;73
3145;39;0;22/04/2021;73
3282;38;1;22/04/2021;73
3419;37;0;22/04/2021;73
3557;36;1;22/04/2021;73
3695;35;0;22/04/2021;73
126;61;0;22/04/2021;78
263;60;0;22/04/2021;78
400;59;0;22/04/2021;78
537;58;0;22/04/2021;78
674;57;0;22/04/2021;78
811;56;0;22/04/2021;78
948;55;0;22/04/2021;78
1085;54;0;22/04/2021;78
1222;53;0;22/04/2021;78
1359;52;0;22/04/2021;78
1496;51;0;22/04/2021;78
1633;50;0;22/04/2021;78
1770;49;0;22/04/2021;78
1907;48;0;22/04/2021;78
2045;47;0;22/04/2021;78
2182;46;0;22/04/2021;78
2322;45;0;22/04/2021;78
2459;44;0;22/04/2021;78
2596;43;0;22/04/2021;78
2733;42;0;22/04/2021;78
2870;41;0;22/04/2021;78
3007;40;0;22/04/2021;78
3144;39;0;22/04/2021;78
3281;38;1;22/04/2021;78
3418;37;0;22/04/2021;78
3556;36;1;22/04/2021;78
3694;35;0;22/04/2021;78
125;61;0;22/04/2021;80
262;60;0;22/04/2021;80
399;59;0;22/04/2021;80
536;58;0;22/04/2021;80
673;57;0;22/04/2021;80
810;56;0;22/04/2021;80
947;55;0;22/04/2021;80
1084;54;0;22/04/2021;80
1221;53;0;22/04/2021;80
1358;52;0;22/04/2021;80
1495;51;0;22/04/2021;80
1632;50;0;22/04/2021;80
1769;49;0;22/04/2021;80
1906;48;0;22/04/2021;80
2044;47;0;22/04/2021;80
2181;46;0;22/04/2021;80
2321;45;0;22/04/2021;80
2458;44;0;22/04/2021;80
2595;43;0;22/04/2021;80
2732;42;0;22/04/2021;80
2869;41;0;22/04/2021;80
3006;40;0;22/04/2021;80
3143;39;0;22/04/2021;80
3280;38;1;22/04/2021;80
3417;37;0;22/04/2021;80
3555;36;1;22/04/2021;80
3693;35;0;22/04/2021;80
124;61;0;22/04/2021;84
261;60;0;22/04/2021;84
398;59;0;22/04/2021;84
535;58;0;22/04/2021;84
672;57;0;22/04/2021;84
809;56;0;22/04/2021;84
946;55;0;22/04/2021;84
1083;54;1;22/04/2021;84
1220;53;0;22/04/2021;84
1357;52;0;22/04/2021;84
1494;51;0;22/04/2021;84
1631;50;1;22/04/2021;84
1768;49;1;22/04/2021;84
1905;48;0;22/04/2021;84
2043;47;0;22/04/2021;84
2180;46;0;22/04/2021;84
2320;45;0;22/04/2021;84
2457;44;0;22/04/2021;84
2594;43;0;22/04/2021;84
2731;42;1;22/04/2021;84
2868;41;1;22/04/2021;84
3005;40;1;22/04/2021;84
3142;39;1;22/04/2021;84
3279;38;1;22/04/2021;84
3416;37;0;22/04/2021;84
3554;36;1;22/04/2021;84
3692;35;0;22/04/2021;84
123;61;0;22/04/2021;85
260;60;0;22/04/2021;85
397;59;0;22/04/2021;85
534;58;0;22/04/2021;85
671;57;0;22/04/2021;85
808;56;0;22/04/2021;85
945;55;0;22/04/2021;85
1082;54;1;22/04/2021;85
1219;53;0;22/04/2021;85
1356;52;0;22/04/2021;85
1493;51;0;22/04/2021;85
1630;50;1;22/04/2021;85
1767;49;1;22/04/2021;85
1904;48;0;22/04/2021;85
2042;47;0;22/04/2021;85
2179;46;0;22/04/2021;85
2319;45;0;22/04/2021;85
2456;44;0;22/04/2021;85
2593;43;0;22/04/2021;85
2730;42;1;22/04/2021;85
2867;41;1;22/04/2021;85
3004;40;1;22/04/2021;85
3141;39;1;22/04/2021;85
3278;38;1;22/04/2021;85
3415;37;0;22/04/2021;85
3553;36;1;22/04/2021;85
3691;35;0;22/04/2021;85
122;61;0;22/04/2021;87
259;60;0;22/04/2021;87
396;59;0;22/04/2021;87
533;58;0;22/04/2021;87
670;57;0;22/04/2021;87
807;56;0;22/04/2021;87
944;55;0;22/04/2021;87
1081;54;0;22/04/2021;87
1218;53;0;22/04/2021;87
1355;52;0;22/04/2021;87
1492;51;0;22/04/2021;87
1629;50;0;22/04/2021;87
1766;49;0;22/04/2021;87
1903;48;0;22/04/2021;87
2041;47;0;22/04/2021;87
2178;46;0;22/04/2021;87
2318;45;0;22/04/2021;87
2455;44;0;22/04/2021;87
2592;43;0;22/04/2021;87
2729;42;0;22/04/2021;87
2866;41;0;22/04/2021;87
3003;40;0;22/04/2021;87
3140;39;0;22/04/2021;87
3277;38;1;22/04/2021;87
3414;37;0;22/04/2021;87
3552;36;1;22/04/2021;87
3690;35;0;22/04/2021;87
121;61;0;22/04/2021;91
258;60;0;22/04/2021;91
395;59;0;22/04/2021;91
532;58;0;22/04/2021;91
669;57;0;22/04/2021;91
806;56;0;22/04/2021;91
943;55;0;22/04/2021;91
1080;54;0;22/04/2021;91
1217;53;0;22/04/2021;91
1354;52;0;22/04/2021;91
1491;51;0;22/04/2021;91
1628;50;0;22/04/2021;91
1765;49;0;22/04/2021;91
1902;48;0;22/04/2021;91
2040;47;0;22/04/2021;91
2177;46;0;22/04/2021;91
2317;45;0;22/04/2021;91
2454;44;0;22/04/2021;91
2591;43;0;22/04/2021;91
2728;42;0;22/04/2021;91
2865;41;0;22/04/2021;91
3002;40;0;22/04/2021;91
3139;39;0;22/04/2021;91
3276;38;1;22/04/2021;91
3413;37;0;22/04/2021;91
3551;36;1;22/04/2021;91
3689;35;0;22/04/2021;91
120;61;0;22/04/2021;92
257;60;0;22/04/2021;92
394;59;0;22/04/2021;92
531;58;0;22/04/2021;92
668;57;0;22/04/2021;92
805;56;0;22/04/2021;92
942;55;0;22/04/2021;92
1079;54;0;22/04/2021;92
1216;53;0;22/04/2021;92
1353;52;0;22/04/2021;92
1490;51;0;22/04/2021;92
1627;50;0;22/04/2021;92
1764;49;1;22/04/2021;92
1901;48;0;22/04/2021;92
2039;47;0;22/04/2021;92
2176;46;0;22/04/2021;92
2316;45;0;22/04/2021;92
2453;44;0;22/04/2021;92
2590;43;0;22/04/2021;92
2727;42;0;22/04/2021;92
2864;41;0;22/04/2021;92
3001;40;0;22/04/2021;92
3138;39;0;22/04/2021;92
3275;38;1;22/04/2021;92
3412;37;0;22/04/2021;92
3550;36;1;22/04/2021;92
3688;35;0;22/04/2021;92
10;62;1;28/09/2022;94
119;61;0;22/04/2021;94
256;60;0;22/04/2021;94
393;59;0;22/04/2021;94
530;58;0;22/04/2021;94
667;57;0;22/04/2021;94
804;56;0;22/04/2021;94
941;55;0;22/04/2021;94
1078;54;1;22/04/2021;94
1215;53;0;22/04/2021;94
1352;52;0;22/04/2021;94
1489;51;0;22/04/2021;94
1626;50;1;22/04/2021;94
1763;49;1;22/04/2021;94
1900;48;0;22/04/2021;94
2038;47;0;22/04/2021;94
2175;46;0;22/04/2021;94
2315;45;0;22/04/2021;94
2452;44;0;22/04/2021;94
2589;43;0;22/04/2021;94
2726;42;1;22/04/2021;94
2863;41;1;22/04/2021;94
3000;40;1;22/04/2021;94
3137;39;1;22/04/2021;94
3274;38;1;22/04/2021;94
3411;37;0;22/04/2021;94
3549;36;1;22/04/2021;94
3687;35;0;22/04/2021;94
118;61;0;22/04/2021;96
255;60;0;22/04/2021;96
392;59;0;22/04/2021;96
529;58;0;22/04/2021;96
666;57;0;22/04/2021;96
803;56;0;22/04/2021;96
940;55;0;22/04/2021;96
1077;54;0;22/04/2021;96
1214;53;0;22/04/2021;96
1351;52;0;22/04/2021;96
1488;51;0;22/04/2021;96
1625;50;0;22/04/2021;96
1762;49;0;22/04/2021;96
1899;48;0;22/04/2021;96
2037;47;0;22/04/2021;96
2174;46;0;22/04/2021;96
2314;45;0;22/04/2021;96
2451;44;0;22/04/2021;96
2588;43;0;22/04/2021;96
2725;42;0;22/04/2021;96
2862;41;0;22/04/2021;96
2999;40;1;22/04/2021;96
3136;39;0;22/04/2021;96
3273;38;1;22/04/2021;96
3410;37;0;22/04/2021;96
3548;36;1;22/04/2021;96
3686;35;0;22/04/2021;96
117;61;0;22/04/2021;102
254;60;0;22/04/2021;102
391;59;0;22/04/2021;102
528;58;0;22/04/2021;102
665;57;0;22/04/2021;102
802;56;0;22/04/2021;102
939;55;0;22/04/2021;102
1076;54;0;22/04/2021;102
1213;53;0;22/04/2021;102
1350;52;0;22/04/2021;102
1487;51;0;22/04/2021;102
1624;50;0;22/04/2021;102
1761;49;0;22/04/2021;102
1898;48;0;22/04/2021;102
2036;47;0;22/04/2021;102
2173;46;0;22/04/2021;102
2313;45;0;22/04/2021;102
